Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO1,Sunday_2030_830pm_EST_2200_1000pm_EST___AB_PER_VM_VO2,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin3,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin4,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin5,Aramesh_Alman_NA_Marathon_Meeting_247_گروه_24_ساعته_آرامش_آلمان_Farsi_800_930_Uhr_1230_1400_Uhr_1700_1830_Uhr_1930_2100_Uhr_Berlin6,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09_URL,httpsus02web_zoom_usj4433442211_pwdZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09
Thursday,07:00 (7:00am) EST - 09:00 (9:00am) EST,"
        							                    O,JT,ENG,VM,VO
        											",Morning Miracles,,"Atlantic City, NJ",,ID: 5740460654  Password: 418934,https://us02web.zoom.us/j/5740460654?pwd=RkNCQng5VWlJZzN4MnduTUwzUUh0QT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/5740460654?pwd=RkNCQng5VWlJZzN4MnduTUwzUUh0QT09&choe=UTF-8&chld=L|0
Thursday,07:00 (7:00am) EST - 08:30 (8:30am) EST,"
        							                    O,D,IP,ENG,VM,VO
        											",Early Morning Serenity,"ID: 849 0753 4958, Passcode: 2468","New Brunswick, NJ",,Format: Literature Pamphlet,https://zoom.us/j/84907534958,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/84907534958&choe=UTF-8&chld=L|0
Thursday,07:30 (7:30am) EST - 09:30 (9:30am) EST,"
        							                    C,RF,VM,PT,VO
        											",Grupo STIEP,"ID 91640588499, Senha 427819","Salvador, BA",,,https://zoom.us/j/91640588499?pwd=d1NyWG1wcFN2d1RHUXpHNlNsMkpEUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/91640588499?pwd=d1NyWG1wcFN2d1RHUXpHNlNsMkpEUT09&choe=UTF-8&chld=L|0
Thursday,08:00 (8:00am) EST - 09:00 (9:00am) EST,"
        							                    C,JT,ENG,VM,VO
        											",Breakfast Stars at Brothers and Sisters Narcotics Anonymous,,"Lawrence, KS",,password: BSNAMEETIN,https://us02web.zoom.us/j/83487389046?pwd=Y3VEVGpXTDJLTUQrc0Z5R3lFendIQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/83487389046?pwd=Y3VEVGpXTDJLTUQrc0Z5R3lFendIQT09&choe=UTF-8&chld=L|0
Thursday,08:00 (8:00am) EST - 09:45 (9:45am) EST,"
        							                    C,D,JT,ENG,VM,PH
        											",NA Infinity Group,Format: Just for Today meditation,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Thursday,08:00 (8:00am) EST - 10:00 (10:00am) EST,"
        							                    C,RF,SD,Ti,VM,PT,VO
        											",Grupo Digital Praias,,"Rio de Janeiro, RJ",,ID: 2100031799 Senha: 000 000,https://us02web.zoom.us/j/2100031799?pwd=UEt0WElBL0crWDZDcm9TVGVpK3ZUUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2100031799?pwd=UEt0WElBL0crWDZDcm9TVGVpK3ZUUT09&choe=UTF-8&chld=L|0
Thursday,08:00 (8:00am) EST - 09:00 (9:00am) EST,"
        							                    O,D,IP,ENG,VM,NOV
        											",HIGNA Thursday IP Lunchtime Meeting,,Outer Hebrides,,,https://bluejeans.com/312383207,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://bluejeans.com/312383207&choe=UTF-8&chld=L|0
Thursday,08:00 (8:00am) EST - 09:00 (9:00am) EST,"
        							                    C,SD,St,Tr,ENG,VM
        											",Clean in Athens,,Athens,,password: 514663,https://us02web.zoom.us/j/86193350746?pwd=SUZpMjJucUxzT0xRUVBLU251dmRGQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86193350746?pwd=SUZpMjJucUxzT0xRUVBLU251dmRGQT09&choe=UTF-8&chld=L|0
Thursday,08:15 (8:15am) EST - 09:45 (9:45am) EST,"
        							                    C,VM,LD,NE,VO
        											",Online Nepali Meeting,Password: 2014,,,http://www.onlinenepalimeeting.org,https://us02web.zoom.us/j/9943081728,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/9943081728&choe=UTF-8&chld=L|0
Thursday,08:30 (8:30am) EST - 10:00 (10:00am) EST,"
        							                    AB,PER,VM,VO
        											",Aramesh Alman NA-Marathon-Meeting 24/7 گروه 24 ساعته آرامش آلمان Farsi,8:00 - 9:30 Uhr 12:30 - 14:00 Uhr 17:00 - 18:30 Uhr  19:30 - 21:00 Uhr,Berlin,,,https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09&choe=UTF-8&chld=L|0
Thursday,08:30 (8:30am) EST - 10:00 (10:00am) EST,"
        							                    C,D,AB,PER,VM,NOV
        											",Komiteh1 - کمیته,,"Karaj city, Alborz province",,,https://join.freeconferencecall.com/jkomiteh1,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://join.freeconferencecall.com/jkomiteh1&choe=UTF-8&chld=L|0
Thursday,08:30 (8:30am) EST - 09:30 (9:30am) EST,"
        							                    O,RF,SD,ENG,VM,NOV
        											",Hope not Dope - Temp,,"Hyderabad, Telangana",,password: hope,https://zoom.us/j/9725797934,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9725797934&choe=UTF-8&chld=L|0
Thursday,09:00 (9:00am) EST - 10:30 (10:30am) EST,"
        							                    JT,ENG,VM,VO
        											",NA in Place - Just For Today Meeting,,"Los Gatos, CA",,http://na-in-place.org,https://zoom.us/j/526022691,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/526022691&choe=UTF-8&chld=L|0
Thursday,09:00 (9:00am) EST - 10:30 (10:30am) EST,"
        							                    O,JT,ENG,HY,VO
        											",Frankfort Niners Group,,"859 E Main St, Frankfort, KY",,Zoom ID: 73889136682 Password: just4today,https://us02web.zoom.us/j/73889136682?pwd=V0VTUUpoYzc4T0RYQ2J3d0t5Wk5IQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/73889136682?pwd=V0VTUUpoYzc4T0RYQ2J3d0t5Wk5IQT09&choe=UTF-8&chld=L|0
Thursday,09:00 (9:00am) EST - 10:30 (10:30am) EST,"
        							                    C,D,RU,VM
        											",Сибирь,,,,Преамбула: https://na-tranzit.org/raznoe/preambula-gr-sibir,https://zoom.us/j7794949494,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j7794949494&choe=UTF-8&chld=L|0
Thursday,09:30 (9:30am) EST - 10:30 (10:30am) EST,"
        							                    O,D,RF,ENG,VM,VO
        											",Rise to Recovery - Temp,,"Walla Walla, WA",,password: 000000,https://us02web.zoom.us/j/9936271953,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/9936271953&choe=UTF-8&chld=L|0
Thursday,09:30 (9:30am) EST - 10:30 (10:30am) EST,"
        							                    O,JT,ENG,VM,VO
        											",Recovery through application,,"Baltimore, MD",,,https://us06web.zoom.us/j/8128288550,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/8128288550&choe=UTF-8&chld=L|0
Thursday,09:30 (9:30am) EST - 11:00 (11:00am) EST,"
        							                    O,D,ENG,VM,LD,VO
        											",A Spiritual Awakening,,"Charleston, SC",,,https://us02web.zoom.us/j/2751511850,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2751511850&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
        							                    C,D,ME,ENG,VM,VO
        											",Conscious Contact,,"Virtual, CA",,password: 232323,https://us02web.zoom.us/j/86291375466?pwd=dGpYMXN4cXhiL1YvaHpRMitYS3lwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/86291375466?pwd=dGpYMXN4cXhiL1YvaHpRMitYS3lwdz09&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:15 (11:15am) EST,"
        							                    O,RF,ENG,VM,VO,SP
        											",Surfin the Net For Recovery Spiritual Awakening,,"Santa Cruz, CA",,password: 8675309,https://zoom.us/j/94187764612,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/94187764612&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery & Beyond Group,,"Mesa, AZ",,password: 245245,https://us02web.zoom.us/j/2452451993,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/2452451993&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:00 (11:00am) EST,"
        							                    O,JT,ENG,VM,VO
        											",Just for Today Morning Zoom meeting,,"Port Huron, MI",,password: 532164,https://us02web.zoom.us/j/8362306219?pwd=djdVeEdBd2FMMXJ1ZkFyamU0RHRLdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8362306219?pwd=djdVeEdBd2FMMXJ1ZkFyamU0RHRLdz09&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:45 (11:45am) EST,"
        							                    C,SG,BK,ENG,VM,PH
        											",NA Infinity Group,Format: Book Audio - It Works // Step Working Guide,MA,Last 15 minutes for parking lot and exchange phone numbers,,tel:Dial (978) 990-5148 Access Code 8203185#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=Dial%20(978)%20990-5148%20Access%20Code%208203185#&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
        							                    O,ES,RF,VM,VO
        											",Mañanitas En Recuperacion,,Santo Domingo,,contraseña:  780757,https://us02web.zoom.us/j/87887672858?pwd=UGE5R2I4Tjh4dmFiVGtqVi8ySzFVZz09b2FXRmM0Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/87887672858?pwd=UGE5R2I4Tjh4dmFiVGtqVi8ySzFVZz09b2FXRmM0Zz09&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 12:00 (12:00pm) EST,"
        							                    C,RF,Ti,VM,PT,VO
        											",Grupo Virtual Meio Dia,"ID 7770001988, Senha: 000 000","Porto Alegre, RS",,,https://us02web.zoom.us/j/7770001988?pwd=Nit6ZW1mdEhxdk1KaU82dDlic2paUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/7770001988?pwd=Nit6ZW1mdEhxdk1KaU82dDlic2paUT09&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 12:00 (12:00pm) EST,"
        							                    D,RF,VM,PT,VO
        											",Grupo Esperança On Line,,"CSANASF, Região Brasil",,"ID 448 734 4400, Senha: 000 000",https://zoom.us/j/4487344400?pwd=Rm1hK3o4RWY1VVlqT0dkd1FJbVpCZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/4487344400?pwd=Rm1hK3o4RWY1VVlqT0dkd1FJbVpCZz09&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:30 (11:30am) EST,"
        							                    C,VM,IT
        											",Roma c'è!,Password: ciaoroma,,,,https://zoom.us/j/87167152105,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/87167152105&choe=UTF-8&chld=L|0
Thursday,10:00 (10:00am) EST - 11:15 (11:15am) EST,"
        							                    C,D,RU,VM
        											",Интердевочки,,,,http://na-tranzit.org/raznoe/preambula-gr-interdevochki,https://zoom.us/j/9129121212,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9129121212&choe=UTF-8&chld=L|0
Thursday,10:30 (10:30am) EST - 11:45 (11:45am) EST,"
        							                    O,D,JT,ENG,VM,VO
        											",QUARANTINED NA - San Diego,,"San Diego, CA",,,https://zoom.us/j/6420833054,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6420833054&choe=UTF-8&chld=L|0
Thursday,10:30 (10:30am) EST - 11:30 (11:30am) EST,"
        							                    O,RF,ENG,VM,VO
        											",Morning Cup of Recovery,,"Tucson, AZ",,"ID: 82792674915, password: 121212",https://us02web.zoom.us/j/82792674915,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/82792674915&choe=UTF-8&chld=L|0
Thursday,10:30 (10:30am) EST - 12:00 (12:00pm) EST,"
        							                    C,St,Tr,CP,ENG,VM,PH
        											",One Primary Purpose,,MD,"Playback number: 667.770.1477,,753870#","Playback Playback 667.770.1476,, 753870#","tel:667.770.1476,,753870#","https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=667.770.1476,,753870#&choe=UTF-8&chld=L|0"
Thursday,10:30 (10:30am) EST - 11:30 (11:30am) EST,"
        							                    C,JT,ENG,VM,VO
        											",E-NA Kenya,,Eastern Africa,,"ID 478374798, Password: 2246",https://us02web.zoom.us/j/478374798?pwd=Nkt3cTAvVkljUCt6Wi9WQlIzdzg1Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/478374798?pwd=Nkt3cTAvVkljUCt6Wi9WQlIzdzg1Zz09&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
        							                    IP,ENG,VM,VO
        											",Spirit of Unity,,"Chicago, IL",,password: KCB123,https://zoom.us/j/5605347763,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/5605347763&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
        							                    O,ENG,VM,VO
        											",Daily Recovery - Tampa,Tampa Unity Group,"Tampa, FL",,password: NAIou1,https://us04web.zoom.us/j/9080409231,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/9080409231&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:00 (12:00pm) EST,"
        							                    SD,ENG,VM,VO
        											",Our Primary Purpose,Tampa Unity Group,"Tampa, FL",,password: NAIou1,https://us04web.zoom.us/j/9080409231,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/9080409231&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:15 (12:15pm) EST,"
        							                    D,St,ENG,VM,VO
        											",Phoenix Rising,,"Grand Isle, VT",,ID: 5775554593 PW: 2024,https://us02web.zoom.us/j/5775554593,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/5775554593&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:15 (12:15pm) EST,"
        							                    C,D,RU,VM
        											",Эволюция*,,,,https://zoom.us/j/9119111212,https://goo.gl/b79SYE,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://goo.gl/b79SYE&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
        							                    PER,VM,VO
        											",Mosafer/مسافر,Pass: NA,,,https://chat.whatsapp.com/CKseW1Bq4Fp8inpLI8Lx3Z https://chat.whatsapp.com/J06O5D1KMm150nH2T2lAAY https://chat.whatsapp.com/F2ND6KoTySHCQKIbqL5ykX,https://us04web.zoom.us/j/2337572589,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/2337572589&choe=UTF-8&chld=L|0
Thursday,11:00 (11:00am) EST - 12:30 (12:30pm) EST,"
        							                    AB,PER,VM,VO
        											",Aramesh Alman NA-Marathon-Meeting 24/7 گروه 24 ساعته آرامش آلمان Farsi,8:00 - 9:30 Uhr 12:30 - 14:00 Uhr 17:00 - 18:30 Uhr  19:30 - 21:00 Uhr,Berlin,,,https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4433442211?pwd=ZzkvaGlwclIxY3RyVmtUU1dCSTUwdz09&choe=UTF-8&chld=L|0
Thursday,11:15 (11:15am) EST - 12:45 (12:45pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",No Matter What NA,,"Louisville, KY",,Meeting ID: 2118358722 password: NMWNA,https://us06web.zoom.us/j/2118358722?pwd=qz2PeYlgJGiWiutUGtynwb36SYcYbs.1,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us06web.zoom.us/j/2118358722?pwd=qz2PeYlgJGiWiutUGtynwb36SYcYbs.1&choe=UTF-8&chld=L|0
Thursday,11:30 (11:30am) EST - 13:00 (1:00pm) EST,"
        							                    O,RF,St,ENG,VM,VO
        											",No Matter What Group,,"Los Angeles, CA",,"ID 636 954 6734, password: nmwg",https://us02web.zoom.us/j/6369546734,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6369546734&choe=UTF-8&chld=L|0
Thursday,11:30 (11:30am) EST - 12:30 (12:30pm) EST,"
        							                    JT,ENG,VM,VO
        											",Unity Group,,"Red Deer, AB",,"ID 785 980 128, Password: Serenity1",https://us02web.zoom.us/j/785980128?pwd=dmc3Q3J4Vm5HQVlKMEpUaVJqaFR2Zz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/785980128?pwd=dmc3Q3J4Vm5HQVlKMEpUaVJqaFR2Zz09&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
        							                    C,D,ENG,VM,VO
        											",We Got a Disease,,"Long Beach, CA",,password: wgadna,https://zoom.us/j/9270099714,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/9270099714&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:15 (1:15pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Wake Up Recovery group of NA,,"Spokane, WA",,password: wakeup,https://us02web.zoom.us/j/85185380664?pwd=emh4ZWN2MjQydU1BUlNnWmxoem02QT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/85185380664?pwd=emh4ZWN2MjQydU1BUlNnWmxoem02QT09&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
        							                    O,D,IP,ENG,VM,VO
        											",Together We Grow,,"Burlington County, NJ",,"ID 893 9310 1096, Password: 620340",https://us02web.zoom.us/j/89393101096,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89393101096&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 14:00 (2:00pm) EST,"
        							                    O,D,RF,ENG,VM,VO
        											",Everyday at Noon,,"Roxbury, MA",,,https://us02web.zoom.us/j/3635183469,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/3635183469&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    O,SD,ENG,VM,VO
        											",Back To The Grey,,"Powder Springs, GA",,,https://us02web.zoom.us/j/96051510187?pwd=cUpYbS9tbTJza05XVjNtWUJGczJVUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/96051510187?pwd=cUpYbS9tbTJza05XVjNtWUJGczJVUT09&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    O,JT,SD,ENG,VM,VO
        											",Nerna Nooner,,"Brookline, MA",,password: 0000,https://zoom.us/j/3234458558?pwd=aXdYVWRsT2Z4ZGhQdDNQRlRUS3JEZz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/3234458558?pwd=aXdYVWRsT2Z4ZGhQdDNQRlRUS3JEZz09&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Funcoast NA meeting,,"Tampa, FL",,,https://zoom.us/j/2582367652,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/2582367652&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Spiritual Principles at Noon,,"Bradenton, FL",,,https://us02web.zoom.us/j/4667930786,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/4667930786&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST,"
        							                    C,D,ES,VM,VO
        											",EL DESEO ARDIENTE,,Caracas,,ID: 3487259920,https://zoom.us/j/3487259920,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/3487259920&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 14:00 (2:00pm) EST,"
        							                    C,ES,VM,OT
        											",Grupo Universal,Código de acceso: 512,,,https://forozonalatino.org/rad/,https://zoom.us/j/777692114,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/777692114&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
        							                    C,D,RU,VM
        											",Чайная,,,,https://zoom.us/j/9119111212,,
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    B,VM,DE,TC
        											",,Donnerstagsmeeting,,"Wien, Österrreich",,https://zoom.us/j/709448099,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/709448099&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:30 (1:30pm) EST,"
        							                    VM,DE
        											",Gelassen in den Abend,,Berlin,,,https://us02web.zoom.us/j/9319670031?pwd=M3ByWFREcSt2SHVnM21OMWxRR29Sdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/9319670031?pwd=M3ByWFREcSt2SHVnM21OMWxRR29Sdz09&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:00 (1:00pm) EST,"
        							                    PH,DE
        											",Telefonmeeting,,"Wuppertal, Nordrhein-Westfalen",,,tel:+49221 98203406/552507#,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=+49221%2098203406/552507#&choe=UTF-8&chld=L|0
Thursday,12:00 (12:00pm) EST - 13:15 (1:15pm) EST,"
        							                    C,RF,VM,SV,VO
        											",Kraftkällans Online möte,,Jönköping,,,https://discord.gg/yq59g93,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://discord.gg/yq59g93&choe=UTF-8&chld=L|0
Thursday,12:15 (12:15pm) EST - 13:15 (1:15pm) EST,"
        							                    O,D,To,ENG,VM,VO
        											",Easy Does It group,,"Gainesville, FL",,ID 88077232517,https://us02web.zoom.us/j/88077232517,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/88077232517&choe=UTF-8&chld=L|0
Thursday,12:30 (12:30pm) EST - 13:30 (1:30pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Electric Lunch,,"Miami, FL",,,https://us02web.zoom.us/j/758681542,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/758681542&choe=UTF-8&chld=L|0
Thursday,12:30 (12:30pm) EST - 13:45 (1:45pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Freedom Group,,"Conway, SC",,Meeting ID: 899 1018 8481 Password: 911745,https://us02web.zoom.us/j/89910188481?pwd=dnFaRVd2SjNBeEYvVm1lS1RYSnFGdz09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/89910188481?pwd=dnFaRVd2SjNBeEYvVm1lS1RYSnFGdz09&choe=UTF-8&chld=L|0
Thursday,12:30 (12:30pm) EST - 14:00 (2:00pm) EST,"
        							                    O,B,ENG,VM,VO
        											",Recovery Can Happen - Temp,,"Sayville, NY",,password: 465256,https://us04web.zoom.us/j/86745376186,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/86745376186&choe=UTF-8&chld=L|0
Thursday,13:00 (1:00pm) EST - 14:00 (2:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Recovery is Possible of NA,,"Decatur, IL",,"ID 832 403 2401, password: 072121",https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/8324032401?pwd=UloxT1hhVjZQREdNUldKSlVTUkRsUT09&choe=UTF-8&chld=L|0
Thursday,13:00 (1:00pm) EST - 14:00 (2:00pm) EST,"
        							                    C,BT,JT,RF,ENG,VM,VO
        											",CAG,,"Kansas City, MO",,password: 62,https://zoom.us/j/6243896289,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://zoom.us/j/6243896289&choe=UTF-8&chld=L|0
Thursday,13:00 (1:00pm) EST - 14:00 (2:00pm) EST,"
        							                    O,D,RF,ENG,HY,VO
        											",Grove Group - Temp,,"2084 N Jim Miller Rd. #103C, Dallas, TX, 75217",,password: GroveGroup,https://us04web.zoom.us/j/4920254911,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us04web.zoom.us/j/4920254911&choe=UTF-8&chld=L|0
Thursday,13:00 (1:00pm) EST - 14:00 (2:00pm) EST,"
        							                    O,RF,ENG,VM,VO
        											",Pensacola FL NA Recovery,,"Pensacola, FL",,,https://us02web.zoom.us/j/6856198461?pwd=MnRPM3JWTnBNY3Z2MDlxcHJRVGIxQT09,https://chart.googleapis.com/chart?chs=100x100&cht=qr&chl=https://us02web.zoom.us/j/6856198461?pwd=MnRPM3JWTnBNY3Z2MDlxcHJRVGIxQT09&choe=UTF-8&chld=L|0
